,弹幕
188,美帝确实变了，他们再也不会出现MJ这种音乐人了。
189,这才是真正的群星
190,大神集体出游
191,那时的美国还被人用来向往
192,黑豹早期作品
193,这只是理想化的美国
194,看完辛德勒的名单来回顾这个经典
195,只要努力就一定能有所成就
196,新的灯塔会是东方大国
197,四海一家
198,杨烁？小包总？
199,调音师的微笑
200,仿佛看见了明天会更好
201,调音师直接失业
202,音乐界天花板
203,我们都是星星的孩子啊
204,诺贝尔文学奖音乐家！！！！
205,普约尔跟梅西作为巴萨代表早期作品
206,老迈没有带耳麦
207,当年美国不复存在
208,一个字都不在调上
209,人     类     群     星    闪    耀   时
210,别闹！指挥得的格莱美在这里不是第一也得前三。
211,前方高能！！！！
212,看了俄罗斯指挥家的事情，那些说音乐无国界的脸疼吗
213,世界人民大团结万岁！
214,这个小姐姐好看
215,这样世界一去不复返了
216,每日一遍（1/1）
217,撒时候打电话来着
218,那是美国真包容
219,别再说美国了。来自鳄鱼的眼泪很感动吗？虽然歌是好歌
220,这海豹的唱功也太神了
221,愤怒的小鸟
222,愤怒的小鸟
223,哈里·贝拉方特
224,那时候是这些大师建造起了灯塔
225,为啥伟大音乐家的贡献却要上升到美国身上呢
226,海豹式长发
227,音乐使我热泪盈眶
228,青衫泪湿悲满怀
229,前方再次高能
230,全员大佬
231,这样的美帝才是真正的美帝啊，可惜都是曾经了
232,华语版：明天会更好！
233,小壆音乐课放的
234,那时候的美国也是文艺兴盛啊
235,这世界注定有的国家是利剑用来劈开荆棘，有的国家是坚盾践行维护传统
236,神仙打架
237,连指挥的那个也厉害
238,全是神仙
239,他被评为：20世纪影响世界的一百人之一
240,调音师：？
241,看看现在的灯塔r
242,辛迪当年也是天后
243,再也不会有的合作
244,众神，请收下我的膝盖！
245,这时候是真的灯塔国
246,苏联跟“灯塔”完全不沾边，否则它也不会灭亡。
247,他的声音太想哭了
248,全是神仙
249,印第安人冷冷的看着
250,我以为他没有手...
251,全体起立
252,他们的英语好好
253,他们看到现在的世界得有多糟心啊
254,美国从来都不是灯塔国，但是这些歌手都是带着美好的祝愿来的
255,[前方高能]
256,那时候的灯塔国也不干好事
257,音乐确实是无国界的，但是做音乐的人是有国界的，不要因为一个国家的几个明智的人就认为这个国家是什么世界灯塔
258,四海一家！
259,这才叫乐团排练
260,世纪级对唱
261,即兴变调，在这里比较必要。因为这次词比较固定，需要来调剂一下，而且这里变调变得很好
262,众神的黄昏
263,我们学校课间铃是这首歌
264,只能说愿望是美好的，可惜被坏人利用了
265,彼时的灯塔
266,等我忙完此生，我就去看您的演唱会
267,全体起立
268,灯塔国最后的辉煌
269,美国因为疫情死亡了80.3万人，回想起这首歌，回想起过去的那个时代，到底谁要哭泣呢
270,经典因时间的洗礼而更加璀璨
271,都给我坐下 这才是起立的时候
272,灯塔最后的光辉
273,彼时的灯塔
274,那时候的灯塔国，现在哎～～～
275,年薪不够一千万进不了这屋吧O(∩_∩)O哈哈~
276,因为那时候还有苏联
277,好有力量的声音
278,歌完了美国不自信了，灯塔熄灭了
279,这首歌已经是人类历史级别的了。
280,一屋子格莱美
281,神仙打架
282,川宝是你吗
283,我现在20 我要让我孩子天天听 如果我找得到老婆的话
284,未来的灯塔在东方
285,小学三年级听的好像
286,东边的早就罗山了
287,净化心灵的歌！
288,雷查尔斯，殿堂级歌手！
289,欢迎回来！
290,热泪盈眶
291,迈克尔杰克逊 永远爱你
292,5中71班全体起立
293,神看到今日世界会流泪
294,节奏布鲁斯之父
295,史蒂夫·佩斯
296,他俩太牛逼了，真有感觉
297,长发陈佩斯在偷笑
298,神仙打架
299,一个时代结束了
300,92人和我一起看
301,灯塔还得撑很久
302,达人秀的西蒙！
303,陶喆音乐上的指路人啊
304,已屏蔽：灯塔
305,迈真了不起！
306,迈神很少摘眼镜
307,卧槽汪峰
308,难民都是美国制造的
309,不知道指挥去查查昆西琼斯，有多少格莱美
310,这是一群神仙
311,啊啊啊就是这个男人
312,现在才觉得这首歌多么伟大!
313,希望有个五大洲版的
314,牛哔
315,罪恶之花
316,人性的光辉！
317,看看这会的美国
318,人类群星闪耀时
319,这是这群人身上的光辉，不是美国！
320,愿世界和平
321,卧槽，不在三界
322,2022音乐分国界
323,被初中音乐老师安利的
324,众神归位
325,众神之宴
326,希望世界和平
327,但是，这个时代，越南战场也是灯塔制造的。什么灯塔，它真不配。
328,我最喜欢的老爷子
329,当年是真的地球灯塔
330,只有麦克没有任何标签
331,流行音乐之王
332,灯塔最闪耀，最暖的时代，可惜，现在它灭了，大师们相继都里去了
333,疯狂的麦克斯3.....
334,那个时候的美国确实魅力无限 太吸引人了
335,这歌离开上帝管辖了吗
336,听了好感动
337,大海豹哈哈哈
338,71个小伙伴你们好呀，愿世界被爱所包围
339,女王大人
340,现在美国已经变了
341,好喜欢愤怒的小鸟。。。
342,灯塔会回来，但是已经不是美国了
343,127格莱美接近1/5是指挥拿的
344,美国最好的时候是罗斯福时期
345,当年的美国……
346,可惜人类永远不可能大融合 
347,唱的真太牛逼了
348,众神云集
349,永远的经典
350,黑白对唱
351,高能歌曲，世纪经典
352,这个指挥有点巨石强森的意思
353,开心快乐的他们
354,謝謝您们
355,这边太好听了啊啊啊
356,开头再见，各位
357,一身鸡皮疙瘩
358,再来亿遍
359,这转音
360,仙乐飘飘
361,布鲁斯斯普林斯汀
362,何关方发的
363,天佑美利坚
364,这个厉害了
365,全体起立！！！
366,全体起立！！！
367,起立起立起立起立起立
368,牛逼
369,经典
370,这段百听不厌
371,诺贝尔可还行
372,神奇女侠混入其中
373,can’t打错了
374,Springsteen!
375,唉，想你了
376,这只是歌手所做出的善事，不是美国吧？？？？
377,老大哥究竟行不行？
378,47人跟我一起看哎
379,印第安人
380,美国的音乐人很有爱但美国政府却是制造战争和地球毁坏者
381,督工唱法
382,妈呀。辛迪
383,全体起立！
384,美利坚好不到哪里去
385,神仙
386,[前方高能]
387,开口脆
388,他在发光
389,海豹哥
390,灯塔已死，红星当立
391,74个人跟我一起看
392,天使！！！！！
393,诸神黄昏
394,成为了过去 
395,可爱
396,呜呜呜呜呜呜
397,听哭了
398,卧嘞个大槽
399,[前方高能]
400,美国再也不是那个有美国梦的美国了
401,全体起立
402,不需要怀念美国梦
403,每天一遍
404,要币何用！
405,最灿烂的时代
406,和声太好听了
407,美国不配拥有这首歌
408,可惜灯塔不再闪亮！！
409,每次听都泪目
410,在这首歌里你们也要讨论。。。。
411,美国一直是世界第一
412,牛逼的来了
413,当时的美国确实是灯塔
414,世界和平，没有疾病与饥饿
415,明天会更好的那个，原版词更好哦
416,世界灯塔
417,中文名 天下一家
418,Start giving!
419,美帝高光时刻
420,美帝最后的良心 唉。。。。。。。。。。。。。。。。。。。。。
421,美国才不是灯塔，这些人也不是，mj才是！！！
422,那个时候的美国真的牛
423,太爱了
424,所以美国是怎么从人类之光堕落成现在这副样子的
425,灯塔国的最后荣光
426,震撼！
427,布鲁斯比狼叔还狼叔
428,老美这是来的快，去的也快啊。好像大元
429,希望世界越来越好
430,再次起立
431,真的泪目了
432,!
433,全体起立
434,hvvvyvvvvvvvvvyvvvvvvvvyvvvvmvvyvvvvvvvvmvvvvvvyyvvvvmvvvvmvmvvvvvvvvmvvvmvmvvmvvvymvyvvvvvvvvvvvvvv
435,天下一家
436,高中史书上推荐
437,寂静之声是他唱的
438,我去，震惊
439,5中71班
440,[ohhhhhhhhh]
441,2022/5/5
442,里奇真帅，牛逼。
443,美国已经不配这首歌
444,奥林匹斯山
445,世界和平.
446,金丝雀
447,一身鸡皮疙瘩
448,we are the children
449,Geoffrey Hinton (图灵奖)...
450,世界主义万岁
451,永远的经典
452,以前的美国
453,开头见
454,那时候的美国
455,俄乌停战
456,张纪中
457,宙斯？
458,黄金时代
459,张宇
460,张宇
461,辛迪劳帕。 
462,我的神
463,我的神
464,佩斯.陈
465,指挥也是一尊大神
466,我看见雷了
467,迈克尔.乔丹
468,屏蔽“美国”“灯塔”
469,其实现在人家也比你好一百倍，，，
470,昆西琼斯
471,卧槽
472,美国本应该是一个美丽的国家
473,抱歉，现在的美国配不上这首歌
474,擦大哥
475,竟然要听哭了
476,billy！！
477,不错不错
478,世界和平看中国
479,世界和平
480,哭了
481,我币也没了
482,我币没了
483,迈克尔太伟大了
484,Michael Jackson
485,听一次哭一次
486,愿世间再无灾厄
487,好震撼
488,第一次评论，真的牛逼
489,东大街乐队！斯普鲁斯汀！！
490,这烟嗓绝了
491,灯塔余晖~
492,上海加油
493,疫情期间前来考古
494,帅
495,涤纶
496,都好欢乐！
497,全体起立
498,绝了啊
499,灯塔曾经是过灯塔的
500,梅西
501,wow so many pinks
502,据说SH有小区在今晚放这首歌  过来打卡  20220407
503,这么
504,跳出三界之外 不在五行之中
505,某些土鳖总是想把艺术家和美国政府联系在一起
506,这就是软实力吧
507,调音师：我是来干什么的？
508,漂亮国自始坠落
509,这是黑白对唱
510,鲍勃迪伦太有辨识度了
511,鲍勃迪伦，我看过一本叫放任自流的时光，后来就记住他了
512,e
513,当时MJ是小辈，可这些老辈目前几乎都健在，只有MJ这个小辈去世了10多年了
514,没有黄种人 不算！
515,理解错了 当时美国这么卷是因为苏联还在 不敢不卷
516,迪伦：我就这么唱，你们管得着么
517,哇塞…………
518,旺达是盲人，而且还有听力障碍，他需要不停的摇头才能找准节奏。
519,这应该是假唱。
520,这屋子里不就几十个 格莱美和一个 诺贝尔吗 
521,WE   ARE   ZHE   WORLD
522,是say you，sayme的演唱者吗？
523,真的感动 哭了
524,全体起立！恭迎春哥！
525,绝了 各位 什么叫做享受与感动兼具
526,说漂亮不再灯塔的不如看看现在自己还有几个朋友
527,辛奶！
528,辛奶！
529,辛奶！
530,字幕应该是cant
531,美国造成了这么多战乱和死亡好意思唱这首歌吗？​
532,美国造成了这么多战乱和死亡好意思唱这首歌吗？​
533,拜
534, 只有正义才能永存不朽，谎言迟早会被抛弃
535,一直在打别人呗
536,哈哈 up主 你够了
537,右边的是天生的盲人，牛逼到不行
538,现在的美国配不上这首歌
539,戴安娜声音王者级别  这段重复听了好几遍
540,妈妈去世了，这首歌听一次哭一次
541,卧槽，鲍勃迪伦
542,是这个男人！！
543,No talking about polities in this video!!!
544,god
545,je ma pel？
546,所以歌手不应该有别的样子?杠精
547,鲍勃从头跑调到尾笑死我了
548,不跑调反而没内味
549,声音太独特了
550,说陈佩斯的笑死了，，，
551,艺术才是无私的
552,这鼻音爱了。
553,田震
554,james ingram放在这里有点拉垮了
555,鲍勃迪伦
556,这个声音真的是超凡脱俗
557,四海同心 疫情终将过去
558,"神仙打架,不懂得站旁边"
559,调音师：迪伦快出来我要下班了
560,话筒套丝袜
561,错，华语乐坛巅峰beyond 在世的时候的香港乐坛
562,一开口就是老乡村了
563,这个我认识 美国陈佩斯
564,四周皆是蛮夷的国家哪有这种文化
565,鲍勃迪伦《答案在风中飘荡》
566,跪跪跪跪跪
567,一开口就老乡村了
568,雷老爷子的控场米话说
569,这女的是戴安娜罗斯，MJ喜欢的女人，所以才安排他们两合唱
570,希望世界和平 新冠早日消失
571,这些人，花钱都请不来
572,希 望 加 一 个 黄 种 人
573,全都洋溢着发自内心的笑容。真的是爱了音乐无国界
574,都是大佬
575,MJ的弟弟和二姐
576,那么接下来全  体  起  立！！
577,希望整个人类真的可以团结起来
578,弹幕升华了。各国文字。感谢感谢
579,喜欢这个黑人的嗓音
580,唱歌的人都在笑，你说听歌笑就不成熟，我看你才搞笑呢
581,一开口就是老乡村了
582,他来了他来了神一样的人物他来了
583,"THANK YOU MJ,MY KING POP"
584,odd taxi 提到这老哥声音独特，特来听听
585,调音师： 我失业了？
586,这些人还有多少现在还是世上
587,真.巨佬
588,起头的这位就是唱say you say me的那位
589,格莱美没其他他人啥事了
590,现在都在研究变性男能不能进女厕所，没空搞音乐了
591,2021看来简直可笑 西方那嘴脸...
592,调音师：请我的目的是什么
593,你们说这一屋子有几百座格莱美(手动滑稽)
594,你们说这一屋子有几座格莱美(手动滑稽)
595,每一个都开口跪
596,美国人会怀念那个时代吧？
597,跳出三界外  不在五行中
598,人类之光 感动了
599,人类流行乐巅峰 后无来者 那是必须的了
600,小学合唱团 你认识这么多英文？别吹牛B了
601,好可爱的小黄鸡
602,MJ的姐姐和兄弟
603,大奥流泪的男人.jpg
604,"现如今的美国，歌词改成：We are the MAGA, 是不是有内味儿了？"
605,互怼
606,都是大佬
607,想到了北京欢迎你 但跟这个真的比不了
608,雷查尔斯也是盲人歌手！
609,村上春树：？？？
610,MJ你想做的，中国正在努力，谢谢你
611,鲍勃迪伦：如何在一群大佬中做到鹤立鸡群？唱跑调就是
612,指挥共获得过76项格莱美提名，获得27个格莱美奖 
613,这  才  是  美  国  应  该  的  样  子
614,注意 这是白人和黑人对唱 意义深远
615,鲍勃：有一个准音算我输
