,弹幕
261,黄梅戏起源于安徽省安庆市
262,黄梅戏用的是安庆话好吧？
263,我直接好家伙！才疏学浅？
264,专业就是专业，站旁边也浑身是戏
265,绝了绝了绝了绝了，焕发青春了
266,中国科学技术大学附属第一医院(安徽省立医院)
267,百万播放合影
268,这才是音乐人
269,曾小敏太美了
270,给个坐标，爷要空降
271,许嵩你跟伍升什么关系
272,马伯国
273,好久都没有这种和声的音乐了
274,马上要凡尔赛了
275,再来亿遍
276,哈哈哈哈上春晚
277,还是网易大大厉害啊
278,现在唱功提升很多了
279,感觉许嵩不敢跟他对眼啊
280,这个眼神把许嵩看愣了
281,哇，开口泪光了。
282,安庆正统来啦哈哈哈
283,红雨漂泊泛起了回忆怎么潜
284,红雨漂泊泛起了回忆怎么潜
285,爷青回
286,词，曲，编曲，制作人都是许嵩，一如既往
287,点到为止，耗子尾汁
288,来了来了
289,许你一生，嵩花不变
290,许嵩声音竟然是这样的
291,前方高能
292,摇头晃脑的小嵩嵩
293,眼里有光！！！！！！！！！！
294,Door♂dark♂魏
295,安徽三河古镇取了景！
296,想到了伏黛cp
297,姐姐眼神绝了
298,来了来了
299,爷青回！
300,老凡尔赛人了
301,正片开始
302,鸡皮疙瘩起来了
303,前方高能
304,范儿好足嗷嗷嗷嗷，好有感觉
305,马伯骞可以的，只是这个节目不适合。。。。
306,鸡皮疙瘩起来了
307,为救李朗离家园啊，，
308,音乐纯粹，爱V绝对
309,这就是我的青春啊
310,下一首，别带戏曲了
311,最后那段也太强了，好好听啊
312,这句很赞
313,我唱跳rap篮球不服
314,许嵩声音真的好好听
315,鸡皮疙瘩掉一地，眼泪流了下来
316,TT我爱了
317,太有感觉了 想哭！！！
318,突然想哭
319,突然想哭
320,安徽建筑大学老学长来了
321,才疏学浅 好家伙
322,反正不是我的我也不该要
323,❤️音乐纯粹，爱v绝对❤️
324,我，中科院，打钱
325,痛仰
326,我大嵊州越剧嘞
327,暂停看手
328,GAI!
329,我嵩最君子
330,这就是古典词之美
331,没当年的那个味儿了
332,一晃十几年过去了
333,这里改了调
334,归来仍是少年
335,许嵩
336,音乐纯粹，爱V绝对
337,手手手！！！
338,潜字用得太好了
339,朱老师好美啊
340,二胡排面
341,三河5A
342,许山高是黑粉用的
343,爷青回——
344,嵩哥不走娱乐圈
345,音乐纯粹 爱V绝对
346,字幕是vae细节了
347,三河古镇？
348,包河公园！！！
349,这个衬衫真好看
350,最强合唱又+1
351,春晚没有你们我不看
352,一个字：绝
353,青春回来了555555
354,才疏学浅哈哈哈
355,想回到过去
356,20岁听到12岁时的声音
357,这也太好听了！救命！！！
358,音乐纯粹，爱V绝对!
359,鸡皮疙瘩起来了！
360,我5年级同桌给我听的第一首你的歌就是这首，从此就爱上你了
361,Gaigai
362,鸡皮疙瘩全起来了
363,当时喜欢的第一首歌，可更多人喜欢别的
364,许嵩好温柔啊
365,我喜欢这样的歌手
366,这才是我们中国音乐
367,前方高能预警
368,安师大的来了
369,退出这个舞台！
370,韦小宝？？
371,手好好看
372,我要这币有何用
373,黄梅戏起源于湖北，辉煌于安徽
374,爷青回
375,他怎么没变样，从我初中开始我现在大学毕业了都
376,为啥要接韦小宝啊！挑挑剧本啊哥！
377,戏腔也太好听了
378,爷的青春回来了？
379,看得我好像又恋爱了 心脏砰砰砰
380,戏曲演员的功底真不是一般的厚
381,爷青回啊！！！！！！！！！！
382,三河古镇！！！
383,前面的兄弟真实
384,才疏学浅哈哈哈
385,六安人集合
386,前方高能，头皮发麻
387,TT
388,这是三河么？？
389,我想我初中了，回不去的初中...泪目...
390,为什么让我听这首歌。。。我想起了我校园时代。。。回不去的时代。。。
391,大家把毒打在公屏上
392,温柔！！
393,嵩哥大才啊
394,鸡皮疙瘩直接起来了
395,十年老粉不请自来
396,这看起来有一点像三河
397,鹿鼎记？？
398,安徽人狂喜
399,嵩哥改了词调，每次改都觉得比原版好，这就是完善年轻时候的不足吗
400,我以前一直以为是叫许hao
401,爷青也回了哈哈哈哈哈哈哈哈哈哈哈哈好
402,百万播放预订合影
403,爷青回爷青回
404,全集网易云看
405,痛仰乐队啊！
406,安庆的
407,小学的时光爷青回
408,徽派建筑真的是绝美！
409,熟悉的声音
410,三河排面
411,小宝？？是你吗？
412,啊啊啊啊啊啊啊爷回不去了
413,耶 马伯谦
414,阿伟反复去世
415,爷青回
416,安庆师范来了
417,老师好有气质啊啊
418,古筝小哥哥好帅
419,好听的要哭了(＞＜)
420,还记得和初恋在KTV唱这首
421,这和声真绝了！
422,全身鸡皮疙瘩
423,安医人，安医魂
424,这是七号公园吗？
425,爷青回爷青回
426,爷青回爷青回爷青回爷青回
427,爷青回爷青回
428,录歌肯定在录音棚录的啊，这就是拍个外景，不是真唱
429,爷青回
430,Jay
431,既是青春，也是当下
432,手手手。真的好看呀
433,鸡皮疙瘩起来了
434,这个BGM太出戏了
435,合肥是合肥，庐州不止包括合肥还有六安
436,这词真的太绝了
437,只喜欢许嵩
438,满满的回忆
439,？？
440,前面的，没唱错词，戏曲都有方言口音哦。比如何须是huo须
441,有一个才子叫许嵩
442,包公园清风阁
443,蜀山区报道哈哈哈哈哈
444,你要火了，，，官方！！
445,许嵩看到自己的歌被唱得这么好听，脸上好开心呀
446,30，大多数，一样
447,祖爷爷青回
448,冲啊超过新华社
449,谢锐韬
450,马保国字伯骞
451,也不知道王立广会不会看哔站
452,巢湖人巢湖魂
453,年轻人不讲武德
454,爷青回
455,啊啊啊啊爷青回了回了
456,爷青回了
457,许嵩感觉都没变化啊！
458,这个假音无敌了
459,这就是乡音吗？爱了爱了
460,声音爱辽爱辽了呀
461,爷青回，泪目
462,爷青回
463,爷青回！泪目
464,听这个时我才刚初中
465,头发多羡慕
466,感觉十几年了，许嵩一点也没变
467,听见嵩嵩的声音就觉得心动~
468,嵩嵩声音好好听~
469,那年，高一，玫瑰花的葬礼
470,姐姐好美，又美又甜
471,好熟悉的声音
472,秒回大学
473,你的歌也是我的青春，嵩哥加油
474,一听就是10年了
475,当年在高铁上向我推荐了一路许嵩的小哥哥在吗
476,这真是美目流转啊
477,爷青回
478,安庆人，很熟悉！
479,爷青回
480,这是我看你喜欢歌单里歌
481,我以为是毒药
482,杨振宁先生的故居
483,流转我心间
484,七仙女和董永
485,这是三河古镇吗
486,那是野鸭啊！不是鸳鸯
487,太强了
488,有了古典韵味！
489,逍遥津
490,逍遥津公园
491,结婚结婚你们俩
492,云村牛B！
493,这耳返不如许嵩的专业啊
494,许嵩的歌不收费，真的很值得粉丝喜欢
495,20岁的时候不喜欢他，现在30岁反而喜欢许嵩
496,GAI！！！！！绝了
497,还是许嵩说话好听阿
498,熟悉的声音啊啊啊啊啊啊啊
499,听歌空降6:40
500,不太懂为啥选天宫那唱段
501,回忆泛清波
502,好家伙  太好听了
503,爷青回啊啊啊啊啊啊
504,安庆话真的好听！
505,嵩哥你是我这辈子最爱的歌手，没有之一，爱你么么哒
506,我的青春啊
507,想起那年平安夜
508,爷青回!!!
509,我们一起说，许嵩没洗头
510,爷青回 爷青回
511,爷青回
512,爷青回！！！！
513,安庆
514,没有失去，我一直在
515,妈耶要哭了
516,十年了吧？
517,爷青回！！！
518,合肥三河古镇？
519,前方核能！
520,这在我家旁边啊
521,爷青回！！！！！！！！！
522,我的天！！头皮发麻
523,这一段的BGM是啥
524,我我我，好喜欢这个外套呀
525,又来一遍
526,意犹未尽
527,旭旭宝宝
528,我要这硬币有何用
529,我又回来了
530,我有现场照片！！
531,爷青回
532,这个小姐姐太好看了
533,爷青回
534,这曲的编曲和东山少爷的歌风格挺近的
535,才疏学浅许山高
536,童回
537,优雅永不过时！漂亮
538,卧槽我人傻了
539,声音有点甜
540,爷青回
541,哪里可以看这个节目啊
542,粤剧
543,vae  vae，安徽名医vae
544,现在还是vae啊
545,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
546,徽派建筑
547,许嵩的高级和声
548,爷青回 泪目
549,再来亿遍
550,风景太美了
551,许嵩才疏学浅，我也才疏学浅，所以我=许嵩（狗头）
552,真爷青回
553,来了
554,爷青回！！！！
555,爱走了，心走了
556,爱走了，心走了
557,爷青回
558,开口爷青回
559,三合杀我
560,右边有歌词，看不到吗
561,我又跳回来了
562,手！！！！
563,爷青回爷青回
564,键盘老V迷了
565,爷童回
566,点到为止
567,许嵩一出声 我就想哭
568,完美配合！
569,盛小云
570,卧槽，爷青回
571,想去看演唱会
572,想看演唱会
573,不行，为了许甜甜。我要三连。
574,哈哈
575,许嵩！！！vae
576,呜呜呜呜呜呜呜呜呜太帅了吧
577,许老师许老师
578,爷青回
579,声音真好听啊
580,来啦来啦
581,许嵩180cm
582,这个手我爱了
583,卧槽 我要哭了
584,起鸡皮疙瘩了
585,爷青回
586,爷亲回
587,爷青回
588,爷青回
589,如 字好评
590,三河古镇
591,哈哈哈哈
592,马兰，韩再芬
593,鸡皮疙瘩出来了
594,嵩哥太有才华了
595,2倍速，新世界
596,我没大意，但我依然没闪
597,爷青回，爷青回
598,这是三河啊
599,歌词君赛高！
600,黄梅戏是真好听
601,眼神太赞了 
602,爷青回
603,头皮发麻，好听！
604,爷青回爷青回
605,爷青回！！！
606,许嵩原来这么帅的吗
607,春晚预定！
608,呜呜呜呜呜从小学听到大学
609,卧槽 天作之合
610,最爱的一首歌
611,respect
612,难怪那么顺
613,1.25和1.5开启新世界
614,心跳加速的感觉
615,爷青回
616,都是安徽人
617,爷青回
618,包公园吗
619,开口脆！！！
620,我的青春没走，但这也是我的青春
621,一直起鸡皮疙瘩
622,桐城人hhhh
623,爷青回！！！
624,合肥挺漂亮的
625,歌词没唱错，部分字在安庆方言里就是这么发音的
626,爱了马上下载
627,爷青回
628,老许，爷青回
629,痛仰乐队！！！！
630,爷青回
631,回头见
632,十年了
633,爷青回
634,爷青回
635,合肥三河古镇
636,桐城路上 45中对面
637,我的天呐！！！
638,爷青回 绝了
639,爷青回
640,爷青回
641,鸡皮疙瘩都起来了
642,当年的故谣
643,感动
644,清风阁！！
645,可可爱爱
646,三河古镇
647,工大等我！
648,这是包公园吧
649,投了投了
650,啊啊啊啊爱了
651,爷青回
652,爷青回了
653,爷青回
654,佳能打钱
655,多合作一些可以吗？？！！！
656,当时初中，爱死这首歌了
657,卧槽太好听了
658,卧槽，，好好听
659,好久没有见过许嵩了
660,你是我的耗子尾汁
661,爷青回
662,我大嵩哥啥时候来b站啊
663,三连了
664,安徽人来了
665,巢湖人巢湖魂
666,瞬间鸡皮疙瘩
667,再来亿遍
668,朱老师好美
669,嵩哥！！！！！！！
670,黄梅人在此
671,爷青回！
672,眼里有光!!
673,合唱绝了
674,有多少人喜欢过气歌手这件衣服的？我查了2600一件
675,嵩哥挺白净的
676,爷青回
677,这不上春晚？
678,许嵩的歌很多都应该补个mv
679,哈哈哈，我大合肥抢徽州的称号
680,爷青回
681,如果当时
682,想象之中MV
683,爷青回！！
684,好妩媚
685,爷青回
686,原来长得那么帅
687,三河古镇
688,"凤阳人表示羡慕"
689,前方核能
690,爷青回！！
691,在杭州工作生活的安徽滁州人
692,VAE
693,爷青回！！！
694,爷青回
695,新华学院路过
696,我喜欢这个和声
697,眼神绝美
698,三河古镇吧！
699,【才疏学浅】 许嵩
700,爱走了，心走了
701,太有韵味了！
702,Vae叭，2333
703,张一山？
704,嵩哥好年轻啊
705,我们俩
706,老师真的绝
707,头皮发麻头皮发麻！！！
708,爷青回
709,我直呼好家伙
710,凡尔赛
711,嵩哥  嵩哥  嵩哥
712,爷青回啊啊啊啊
713,爱许嵩多年了啊啊啊
714,温柔嵩
715,爷青回
716,爷青回
717,爷青回
718,爷青回
719,才疏学浅许山高
720,1.5倍DJ版
721,爷青回
722,安庆桐城人
723,凡尔赛
724,才疏学浅是许嵩
725,爷青回！
726,爷青回！！！
727,宿松来了
728,爷青回
729,果然1.5倍听着舒服
730,绝了
731,卧槽！！！！
732,酥了
733,回忆杀
734,起源于鄂、皖、赣交界处，根本没有明确的地理界线，但是发展壮大一定是安徽，名字里带个黄梅就是黄梅的了？老婆饼里面有老婆吗？
735,三重唱
736,vae，唯爱你
737,啊！爷青回
738,爷童回
739,他俩有故事
740,姐姐太绝了！
741,老师也好美
742,08年的记忆。
743,安庆人在这里
744,省医
745,专业
746,这个   如  字爱了呀啊啊啊啊啊啊啊
747,许高老师好
748,爷青回
749,全体起立！
750,卧槽！awsl
751,爷青回
752,哇，金色传说
753,美到惊艳
754,都回来了
755,爷青回
756,爷又年少了！
757,爷童回
758,张一山耶
759,佳能常在
760,初中到大四
761,副歌部分真不错啊
762,我大概是12年开始听许嵩的
763,唱得好轻松！！！
764,想去看演唱会
765,爷青回    爷青回
766,才疏学浅许甜甜
767,才疏学浅许山高
768,想起了初恋
769,11岁到20岁！！嘤嘤嘤
770,三重唱
771,合肥三河古镇
772,合音爱了
773,爷青回
774,爷青回
775,起立！！
776,爷回青
777,才疏学浅许嵩
778,惊了
779,爷青回！！！
780,好牛好牛！
781,哇偶！
782,那时我才上小学啊，我现在上大学了都
783,爷青回
784,工大来了
785,流汗了，好美
786,必须三连
787,实属绝妙
788,见嵩进
789,小姐姐绝了
790,黄梅人报道
791,手！！！
792,韦小宝啊
793,眼里有星辰大海
794,我老家！我老家！
795,我跪了
796,爷青回
797,爷青回
798,脑瓜子嗡嗡的
799,才疏学浅许甜甜
800,中国风很舒服梦回2004
801,好可爱啊啊啊啊啊啊
802,122人发个话
803,牛壁痛仰
804,Vae
805,爷青回
806,爷青回
807,1.25倍的别走，给你加BUFF
808,爷青回
809,三段啊啊啊啊啊啊啊啊啊
810,我说婷婷
811,爷青回
812,爷青回
813,感谢空指部
814,许嵩一直都在
815,上头上头
816,青春啊青春啊
817,见嵩进
818,姐姐好美！！！
819,十二年了吧。。。青春啊
820,爷青回呜呜呜
821,韦小宝？？？
822,手真的好看
823,这一山?
824,爷青回
825,赞赞赞，十年老粉
826,曾经收藏许嵩的回不去了
827,蛐蛐在萦绕
828,爷青回
829,不是唱错词，是咬字发声的需要
830,这好好听啊！！！
831,爷青回啊啊啊啊啊
832,已经哭晕
833,爷青回
834,眼神太绝了
835,见嵩进
836,初二09年第一首断桥残雪 11年了
837,啊啊啊啊啊姐姐好喜欢！！！
838,哇⊙∀⊙！好好听！！！！
839,爷青回
840,爷青回！！！！
841,安徽医科大学校友
842,这是包公园吧
843,爷青回啊啊啊啊啊
844,嵩鼠来了
845,浑身一麻
846,三河古镇
847,表白野生字幕君
848,老师好好看啊啊啊啊啊啊啊啊
849,明日之子亚军
850,爷青回是什么意思？？
851,这就是我们中国的音乐
852,爷青回
853,这好像是三河古镇
854,我希望我三十岁时像嵩哥一样
855,太湖的在这
856,爷青回
857,1.25倍速开启新天地
858,才疏学浅许嵩
859,爷青回
860,怀宁人报道
861,爷青回
862,我说婷婷
863,爷青回！！！
864,马老师！
865,爷青回
866,爷青回！！！
867,爷青回
868,爱了爱了
869,老乡报到
870,爷青回
871,三河古镇
872,爷青回
873,爷青回
874,给我听哭了
875,确实 还有那味道
876,鸡皮疙瘩起了
877,再听已是曲中人
878,才疏学浅的许嵩
879,帅气
880,才疏学浅许嵩
881,听这歌的感觉真好
882,天籁之音
883,爷青回！！！！
884,美目鱼当年
885,又来了
886,十年
887,安徽人骄傲
888,头皮发麻太好听呐!
889,爷青回
890,6:40再来一遍
891,结婚了，和我
892,爷青回
893,哭了
894,爷青回
895,嵩哥！！！！！！！
896,爷青回
897,安庆师范大学前来报道！
898,థ౪థ太好听！
899,爷青回
900,爷青回
901,嗷嗷嗷
902,黄梅戏《》
903,姐姐太厉害了
904,FAKER是你吗？
905,好听
906,？？
907,爷青回
908,爷青回
909,爷青回！！
910,我是安徽的，安徽的戏曲就是好听
911,才疏学浅我嵩哥
912,喜欢苏州评弹
913,爷青回！！！
914,爷请回
915,剪辑问题。。。
916,爷青回！！！
917,最喜欢的一首歌，没有之一
918,爷青回
919,啊啊啊啊啊嵩哥
920,爷青回
921,凡尔赛
922,饿
923,爷青回
924,手好看
925,爷青回！！
926,西南民大20201124
927,枞阳的人在此
928,爷青回
929,伍声2009
930,泪目泪目
931,爷青回
932,爷青回
933,爷青回
934,儿青回
935,许嵩还是这么年轻
936,乱入？？？？？？？？？
937,爷青回
938,爷青回
939,羡慕发量
940,爷青回！
941,爷青回
942,怀宁+1
943,爷青回
944,爷青回
945,爷青回
946,我爱死了！我死了！
947,眼里有光
948,我说婷婷
949,大才子
950,来啦
951,爷青回
952,爷青回
953,再来亿遍
954,爷青回
955,爷青回
956,太好听了
957,马伯骞
958,许甜甜
959,我嵩依旧帅气
960,8000一件好像
961,爷青回
962,青回
963,爷青回
964,爷青回
965,好帅哦
966,nice
967,真的好听
968,高手过招？
969,国家队牛逼
970,妙啊
971,爷青回
972,安农大
973,爱了爱了
974,爷青回
975,爷青回
976,初中到现在，我对vae初心不变
977,戏曲
978,和声爱了
979,牛逼！！！！
980,爷青回
981,爷青回
982,爷青回
983,AVI
984,好听
985,安徽好评
986,传送6:40
987,专业
988,爷青回
989,卧槽
990,爷青回！
991,好家伙
992,许嵩都听呆了
993,清风阁
994,爷青回！
995,爷青回
996,爷青回
997,专业
998,哭泣
999,好久没听许嵩说话了
1000,爷青回啊啊啊啊
1001,bgm：水
1002,好听
1003,好听
1004,好听啊
1005,爷青回
1006,卧槽
1007,好应景
1008,他们站在三县桥上
1009,嵩和黄梅都是我大皖的文化符号
1010,爷青回
1011,哭了啊，嵩哥呜呜呜
1012,三河吗
1013,起鸡皮疙瘩了
1014,空降成功
1015,爷青回
1016,爷青回
1017,爷青回
1018,爱许嵩
1019,爷青回
1020,爷青回
1021,爷青回
1022,爷青回
1023,爷青回
1024,马伯骞
1025,爷青回
1026,awsl
1027,第二故乡
1028,蜗壳 再+1
1029,黄梅人前来报道
1030,没想到，我喜欢许嵩11年了。
1031,绝了
1032,爷青回！！！
1033,嵩哥！
1034,爷青回
1035,许嵩爱了，爷青回
1036,许嵩的歌真的很好听
1037,爷青回
1038,awsl
1039,爷青回
1040,厉害厉害厉害
1041,安徽—皖 ❤️
1042,爷青回
1043,鸡皮疙瘩！！
1044,爷青回
1045,听哭了
1046,好听
1047,好听
1048,我疯了  太好听了
1049,姐姐我爱了
1050,介叫少青音
1051,只要有许嵩，硬币大大的有，懂
1052,芜湖起飞
1053,十年了啊已经
1054,爷青回
1055,听说他是安徽医科大学的
1056,许甜甜我来啦
1057,爷青回
1058,爷青回
1059,爷青回
1060,针不戳
1061,到底是眉目还是眉日？
1062,爷青回
1063,爷青回
1064,爷青回
1065,爱了
1066,爷青回
1067,爷青回
1068,绝了
1069,好好听好好听！！！！！！！
1070,A U V
1071,爷青回
1072,我到现在KTV还点许嵩的歌
1073,爷青回
1074,好听惨了
1075,卧槽！！！！
1076,都是青春
1077,爷青回
