,弹幕
87,"[""160"",""552"",""1-1"",""3.5"",""没人想要认输\nNo One Wants To Be Defeated "",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
88,"[""160"",""552"",""1-1"",""3.5"",""避开吧，避开\nJust Beat It, Beat It, Beat It, Beat It "",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
89,"[""160"",""552"",""1-1"",""3"",""那么就避开吧，但你却偏要逞强\nSo Beat It, But You Wanna Be Bad \n"",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
90,"[""160"",""552"",""1-1"",""3"",""你要容忍，最好尽你所能\nYou Wanna Be Tough Better Do What You Can "",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
91,"[""160"",""552"",""1-1"",""3.6"",""不想看到流血就不要去逞能\nDon't Wanna See No Blood Be A Macho Man"",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
92,"[""160"",""552"",""1-1"",""3"",""你最好快跑，尽你所能\nYou Better Run You Better Do What You Can"",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
93,"[""160"",""552"",""1-1"",""3"",""那么就避开吧，避开吧\nSo Beat It Just Beat It"",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
94,"[""160"",""552"",""1-1"",""3"",""怒火在他们眼中升腾，话语也说得格外明白\nThe Fire Their Eyes And Their Words Are Redlly Clear"",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
95,"[""160"",""552"",""1-1"",""3"",""不想见到你，你最好滚蛋！\nDon’t Wanna See Your Face You Better Disappear"",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
96,"[""160"",""552"",""1-1"",""3"",""他们告诉他：你胆敢再来？\nThey Toid Don‘t You Ever Come Around Here?"",0,0,""160"",""552"",500,0,1,""SimHei"",0]"
97,"[""132"",""118"",""1-1"",""5"",""MJyyds"",0,0,""685"",""529"",500,0,1,""SimHei"",1]"
98,你们不要再打了啊！！！
99,请选择你的超级英雄
100,这句话在英语里是逃跑的意思，事不关己那种
101,地球上第一支有情节的MV就是他搞的，叫颤栗
102,出门打架了
103,这车要是急转弯人全掉了
104,这里已经满员了
105,哈哈哈哈台球桌没动
106,突然MJ表情包，咋回事
107,这是真的黑帮
108,死亡之屋同款铁门
109,Micheal原义是类似大丈夫能屈能伸，不要蛮横，要躲的时候就躲
110,他不仅仅是舞王，可以了解了解他的唱功，那一个鸡皮疙瘩！！
111,DOJIMA SOHEI↑
112,朋友们脚跺起来好吗
113,节奏想起，青春回来
114,小时候在录音带里就最喜欢的一首
115,他吵架肯定溜
116,黒帮们：大哥怎么跳起来了
117,mj说吵到他睡觉了哈哈哈
118,这时候真的有精神，之后越来越心疼
119,确实，舞王僵尸原型
120,刘华强表示很同行
121,幻听：避雷避雷
122,请选择你的英雄
123,得～儿～噜～
124,打他！打他！
125,蜜     雪     冰     城
126,时尚是个圈，MV里混混的衣服放到现在依然能打
127,黑迈这时候真是狂野又帅气！！
128,白衣老大哥:这鞋我一辈子不洗了
129,后面站着的是黑帮
130,舞王僵尸原型
131,打架不如跳舞
132,明示投币
133,忍者神龟（doge）
134,注意：这个大佬就是鬼怪里筛糠的那位
135,再次说明：他皮肤白是因为皮肤病，不是去漂白了皮肤
136,把暴力打斗场面和谐成了舞蹈
137,截图选老婆
138,第一个有故事剧情的MTV
139,历史上第一个有故事剧情的MV
140,历史上第一个有故事的MV
141,击 剑
142,逐渐同化
143,前方约架现场
144,开始同化，同化成功 
145,同化成功
146,我爸的手机铃声
147,插手手的哥们帅啊
148,迈克就是街头艺术家
149,早期面子果实拥有者
150,如今的少妖爸儿们实在太千翻！
151,这大哥太有范了
152,连劝架的都跳起来了
153,把窗子关上！影响我睡觉了！
154,六亲不认的步伐
155,他为什么猛甩头，感觉要断了
156,哈哈哈哈哈哈 当时我们拍小品的时候打斗场面就按这个排的
157,爆炸头老哥在后面坐着一脸茫然
158,叶师傅尝试攻他下路
159,住手！你们不要再打了~
160,不如跳舞，半夜群殴不如跳舞
161,甩手原来是甩折叠刀的动作啊
162,《影流之主》
163,后面的黑帮也开始摇了
164,打架不如跳舞
165,去老师家补课，旁边喷泉音乐
166,脑壳开始摇起来了
167,这车超载，小心罚款
168,这里竟然有左右声道耶！
169,好，很有精神，再看亿遍
170,以前在学校补课那时每节课下了必看的mv
171,«越    共»
172,点右上角设置—字幕打开中文字幕
173,迈克尔颜值巅峰的时候啊
174,卧槽，原来是他写的
175,小可爱劝架
176,逐渐同化
177,住手！住手！你们不要再打了
178,专业团队既视感
179,我当年看着一段的时候以为迈克尔是女孩子取了个男名
180,有一回早上在酒店吃早餐听到这首，我听疯了感觉好好听，才发现是MJ的...
181,美国警察：你避不开
182,你们俩不要再打啦
183,法 国 游 击 队 员
184,谭警官：下来下来，这车可以拉吗？
185,没被叫上趴在家里的杰克逊
186,这个响指好帅！
187,六亲不认的步伐
188,罗师傅：我没说，那是键师傅说的
189,达成共识
190,当时真的贼潮，夹克、肥裤、牛仔服、板鞋都有
191,他们的衣服都好酷啊
192,想起考研时，因为迈迈才熬过了漫长的备考季
193,同化成功
194,老迈年轻时超耐看的
195,标准的明哥步
196,这电吉他听着太爽了
197,全员软体动物（doge）
198,我永远喜欢迈克尔·杰克逊
199,早期麦扣驯服美洲人珍贵影像
200,青龙帮帮主出阵
201,这里已经满员了
202,颤栗者才是舞王僵尸原片段
203,打架不如跳舞
204,《underground》
205,请选择你的英雄
206,这首歌其实是教年轻人不要涉足帮派不要卷入暴力斗争
207,真正的劝架
208,看到这些人有种到了罪恶都市和圣安地列斯的感觉
209,好像猫和老鼠里面那几只坏猫hhhh
210,后面站着没动的就是真的
211,《世界名画》
212,这里确实是真的黑帮人员
213,住手住手你们不要再打了啦 
214,住手住手你们不要再打了啦 
215,注：背后这些人是真实的黑帮
216,梦开始的地方
217,教练，我想学避咧！
218,当时黑帮也是很喜欢迈克尔杰克逊的
219,后面站着围观的是真黑帮
220,那个年代的黑帮也太帅了
221,大晚上的戴个墨镜，哈哈哈
222,当时就是被这里的舞步圈粉
223,注：后面那些站着的人是真的黑帮成员
224,下岗再就业的黑帮。
225,[《每周必看》]
226,奥特兄弟
227,听迈神的第一首歌和这个mv
228,弹珠机之乐（doge）
229,这歌节奏真带劲
230,这歌节奏真带劲
231,DNA上来了！！！
232,俄乌战争
233,他为什么要喊我的名字
234,大娃子卖了地瓜有钱
235,兄弟们去看避雷哥，比原版都好看 
236,看避雷哥兄弟们，我保证比这个还好看 
237,斧头帮舞蹈是致敬这段吧
238,关键这些舞蹈演员就是当时的黑帮
239,上面那个你到底是不是迈粉舞王僵尸的原型是颤栗好不好
240,花光了你要保佑我的朋友们
241,空耳已上线
242,大晚上带墨镜不害臊
243,盖亚！！！！！！！！！！Im山本.杰克逊
244,这桌子打牌的吧不是台球桌 
245,我总以为是马国光唱的
246,奥特五兄弟
247,币内～～～
248,mj是真正的天才
249,这是载入史册的一段吉他solo
250,本，拉登，说过，他唯一不会杀的美国人就是他
251,蜜雪冰城笑死我了
252,不如跳舞～打群架不如跳舞～
253,忍 者 神 龟
254,这是打牌的桌子吧
255,我就是你说的毕雷
256,这是搞事情的节奏
257,格罗夫∨S巴拉斯
258,弄我的币呢？币呢？
259,所以到底是夏天还是冬天
260,第二支队长合流达成
261,你们不要打架了
262,谁再提漂白两个字我跟谁急!
263,mj有白癜风和红斑狼疮，尸检得出的结果
264,mj把mv推向了高峰
265,伴舞僵尸原型↓
266,Beat it是反对暴力的歌曲，正能量满满！
267,舞王僵尸是颠栗
268,What's up这瓜皮子是金子做的'
269,好爱看迈克尓转圈圈
270,颤栗一直到BAD时期是颜值巅峰
271,我95年的，上小学的时候几乎我们学校的男生都会唱家私比来
272,躲在房间mj是xie（狗头）
273,像极了当年那个睡不着觉的我
274,舞王原型就是michael啊
275,师从王家卫
276,纽约忍者神龟↓
277,这怎么能叫坑？叫陵！！！
278,谁让放弃斗争了，他让别加入黑帮，没说放弃
279,宝开曾因为舞王僵尸太像迈克尔杰克逊被杰克逊家人告上法庭，宝开败诉了
280,我快要笑死了，哈哈哈哈
281,避雷避雷
282,他们约一起斗舞，你们理解错了
283,这段周星驰少林足球里有模仿
284,走路这范儿，真帅
285,如果说M V的真正发明人是谁，按理说应该是披头士
286,梦开始的地方
287,这两个老大跳的正好。。
288,卧槽dna动了
289,迈迈本身的肤色好好看
290,如果你买了土豆就变得有钱
291,面子果实能力发动
292,迈克尔杰克逊，当时请的是真黑帮。
293,红秋裤不错
294,bilibili这应是b站主题曲
295,好，很有精神!!!
296,MJ爸爸是黑白混血，妈妈有印第安人血统
297,双声道好评
298,地        道             战
299,黑帮在后边儿站着呢，没跳的才是黑帮
300,这段吉他太酷了
301,这里跟周星驰功夫足球那一段尬舞很一样啊
302,梦开始的地方
303,白人抢位置
304,前方巨帅名场面
305,作曲作词都是迈克尔
306,别云了，舞王原型是战栗
307,小时候那碟子翻译成打他
308,比列~比列~*2
309,大娃子赶集卖了地瓜有钱
310,基本入门，哈哈哈，节奏控制
311,后面站着看的都是真的
312,Mv不是MJ发明的！不是他发明的！MJ发明的是有故事情节的MV，之前都是没有的
313,起鸡皮疙瘩.....好有感觉
314,这个翻译也是可以的。。。明明是起身奋斗
315,看过无数次的
316,黑迈白迈都帅~
317,可惜世人大多数都不了解迈克尔杰克逊，他是唯一的流行音乐之王
318,我刚听到你们两个说肚子饿
319,失眠现状
320,犯罪高手都四五年后了
321,龙王要和鹰王决斗了
322,歌词很有教育意义
323,我学这段走路被打了，刚住上院
324,歌曲意思让你不要去打群架，怎么感觉像在放战歌
325,GTA的致敬啊！谢谢GTA让我还记得他（泪目）
326,也就迈克能请的动了
327,一个左手一个右手……一直在想这问题……
328,真·地下党
329,梦开始的地方
330,这打击根闹着玩似的
331,人传人现象
332,服装组真的用心，每个人的服装都是精心搭配的
333,退一步海阔天空
334,迈克尔杰克逊，永远的摇滚之神
335,你们不要再打了！
336,这些好像还真是帮派的，他们自愿演出
337,这里面的黑帮是真实的两派黑帮，也真是迈克尔杰克逊调理好关系的
338,这个歌词写的太好了
339,我一女士，从很久之前就喜欢他。80后，爷青回
340,我记得看过一个搞笑版，这衣服后面是个大笑脸
341,你们需要芝加哥打字机
342,很精神很有劲儿
343,截图选老公
344,最熟悉的一首
345,老大单挑，小弟参观，这架约的。。。。
346,罪城日常
347,这歌再过二十年一样不过时啊太好听了
348,一车皮卡人？
349,你们不要再打了啦
350,DNA动了
351,以前家里有好多MJ的磁带和DV
352,多少个动作，周星驰内部电影，都有致敬
353,探 头
354,二胡哥已上线
355,匡威打钱
356,时尚是个圈啊
357,布拉格式角斗（决斗）
358,住手，这样打不死人
359,白人蜕化前的歌曲。
360,记得以前在网吧循环《BAD》，循环了一天一夜
361,这清晰度你说上星期的我也信
362,真正的黑帮
363,mj很多的歌都是强调和平相处，真的让人感到心暖
364,迈迈调好高啊
365,只能在视频里见过的王者
366,听人说好像这些真是黑帮
367,这些都黑帮是专业的
368,打不死人的哈哈哈哈
369,DNA在动
370,住手你们不要再打了啦
371,越  共
372,这个MV直接看了15遍
373,你们不要再打了doge
374,莱德尔↓
375,woc这舞太强了
376,我就喜欢舞林决斗
377,印度阿三 哈哈哈哈哈
378,现在社会如果这么走直接进去
379,前方solo高能
380,08年我无限循环这个mv
381,你跟我讲这是帮派成员，至少镜头前这几个肯定是专业跳舞的
382,聪明人看歌词也不会觉得这是要干人吧
383,5岁开始听的第一首歌就是mj的歌 跟着妈妈一起听的
384,听说这里的黑帮，真的是黑帮
385,七岁在街机上听到，现在初二了
386,你们不要再打啦，要打去练舞室去打
387,能不能不要再打了！！？
388,打架不如跳舞
389,后面站着不动的就是真黑帮
390,同步成功
391,永远都有人看系列
392,我一直以为beat it是打他的意思
393,越  共
394,地球上一般的人都是迈克的粉
395,这样对左手拿刀的不公平啊
396,短剑（★）
397,初中我同学就叫毕雷
398,              驱魔↓
399,我看这段让我看得特别猛。
400,大娃子赶集卖了西瓜有钱~，用光了你要保佑我的朋友们~
401,你被............不好意思走错房间了（
402,我觉得迈迈什么时候都是最帅的
403,噢听了这么多年原来吉他是范海伦弹的
404,的确这里面有真的黑帮，但是并不是全部
405,音乐影响，感染全世界
406,帅呆了这个转身
407,JoJo立灵感来源之一
408,红色过漆袜 好有味道了
409,请选择你的英雄
410,一起跳的不是哦，后面当背景板的才是
411,打架不如跳舞
412,打架不如跳舞
413,梦开始的地方
414,这歌节奏真带劲
415,有钱～
416,音乐一响  周比利 完了
417,大娃子去赶集卖了地瓜有钱
418,救命我为什么会跟着跳起来
419,中二青年（不是
420,你看这个彬彬
421,全体起立！！！！！
422,GTA5    罪恶都市  CJ
423,感谢下方的字幕
424,大娃子赶集卖了地瓜有钱
425,摇摆阳
426,用光了币保佑我的币友咩
427,迈神的大长腿
428,二胡帝！！！！
429,永远的神
430,杀手专业！
431,打架不如跳舞
432,顶级舞蹈演员
433,捏鸽打架
434,我永远喜欢迈克尔杰克逊
435,我永远喜欢迈克尔杰克逊
436,别云，舞王原型是thriller那个
437,那我的币呢？币呢？
438,避雷避雷
439,求莫得！！
440,不是左撇子的会吃亏
441,【币呢】？
442,一车面包人
443,帅气，笑容最清纯
444,70后的偶像
445,世界毁灭前都不会再有这样的巨星了
446,今天在班里放这个，居然没几个人认识MJ
447,圣安地列斯CJ
448,你们不要再打了
449,你们不要再打啦？！！！！
450,Beat it都是迈克尔杰克逊作曲作词！
451,星爷也有模仿过
452,请选择你的英雄
453,有个人cos李小龙的造型
454,打架不如跳舞
455,同化哈哈哈哈哈
456,官方尸检175人死了会缩水一点，生前178
457,美国的黄金年代，可惜现在也被稀释的差不多了
458,被绑住右手的，好吃亏，说好的fairplay呢
459,你们不要再打了啦
460,避雷哥那里来的
461,老迈年轻时候
462,最爱这一段！
463,前面的beat it是躲远点的意思
464,梦开始的地方
465,请你们吃面包吃累了直接睡觉没问题的没问题的
466,MV里是范海伦弹的
467,谁说没人听的。。这歌一放，不听歌的人都知道是迈克杰克逊的
468,那个年代的暴走族
469,舞王僵尸是颤栗好吧
470,币来～
471,范海伦，准备上线了
472,范海伦的这段吉他solo已经成为想要出道的吉他手必学之范本
473,币呢！币呢！
474,币呢！币呢！
475,币呢！~币呢！~
476,这是你们的捍卫者
477,黑帮摇！！！
478,cj，莱德尔，汤普尼
479,迈克是世界级的，很多乐队歌手也有很大气成就，但是，比他去，小巫见大巫了
480,太有气质了
481,这是迈克尔杰克逊
482,说舞王僵尸的去看thriller，那个才是真原型。整个舞步造型全是那个MV出来的
483,你们不要再打啦
484,祖安歌词
485,上面的，小时候一样，都不知道啥意思那会
486,范海伦要来啦
487,AI好nb
488,众神之战
489,币来～币来～
490,这是赌场
491,你们不要再打了
492,战歌起
493,虚假的秧歌star↓   真正的秧歌star↓
494,麦克要被你们笑醒过来
495,一车皮卡人
496,啊，这腰！
497,这是迈克尔杰克逊非常火的一首歌，也是经常鬼畜编曲的歌，我就是从鬼畜过来的
498,右下角的字体是终结者电影时代的字体
499,白癜风不是白血病ˉ-ˉ
500,没有字幕才经典
501,在学校补课那位可是景哥？
502,币咧？币咧？
503,梅西↓
504,钻出来一个JO太郎
505,和善的眼神
506,左边最后面的一个人一直在学迈克跳舞
507,印象深刻这个MV
508,mj的thriller才是舞王僵尸的原型，不要乱说
509,不良少年悔改之歌
510,不良少年悔改之歌
511,斧头帮是不是有点学迈克尔杰克逊的
512,前面soid真的太好听了
513,小时候听不懂，现在几乎没人听，唉
514,原来周星驰的舞蹈是从这学的
515,你们不要再打了啦
516,喜当爹之歌（狗头保命）
517,美国最黄金的年代
518,梦开始的地方
519,这时候的MJ还没有被烧伤
520,好多都模仿过这段
521,mj的mv像电影似的，现在看都依然酷劲十足
522,第二首学会的英文歌
523,金属礼可以
524,打架不如跳舞
525,忍者神龟诚不欺
526,怎么这个视频让我想去看新宝岛了
527,绑右手那人血亏
528,MV开始的地方
529,你们不要打了
530,这个扔烟帅了
531,感觉最爽的一首
532,本来想嗨起来没想到先被弹幕笑死
533,超喜欢这段降音
534,入坑曲！！！
535,MJ，真正的神
536,他的眼睛好干净啊
537,听的第1首mj的歌
538,绑住右手的会不会吃亏
539,注意后面的是
540,每天亿遍
541,你们不要再打了
542,不如跳舞，打架不如跳舞
543,嘿                嘿
544,你们不要再打了啦！
545,SOLO太好听了……致敬范海伦大师。
546,“鲁迅”
547,打架不如跳舞！！！
548,天生艺术家
549,看完这个，继续好好学习
550,↓莱德尔     
551,真厉害太有感染力了
552,《不如跳舞》
553,我第一次看这个好像记得试95 96年
554,梦开始的地方
555,过载模式
556,翻译过来就是不如跳舞，街头火并不如跳舞
557,你们不要在打了啦
558,敢不敢跟我比划比划
559,瓶盖好像没开
560,带字幕就更完美了
561,6人正在看哈哈哈哈，
562,忍  者  神  龟
563,这舞步帅到起飞
564,梦开始的地方
565,对与错不重要，避开吧
566,爷青回
567,功夫也有一段
568,前方高级经典
569,战斗吧，起来战斗吧
570,slash的吉他太牛逼了
571,让我看看
572,帅死了这时候
573,初中就开始迷mj
574,啊呜啊呜警告
575,麻雀MAN
576,喜欢MJ的第四年！！！！！
577,范海伦这solo，每次听每次嗨
578,越共探头
579,We are going back home 
580,好清晰
581,迈，好想你
582,这里超帅
583,快闪用这段牛逼
584,van来了
585,居然快四十年了……
586,神的开始
587,动作干净利落
588,后面不跳的是真的黑帮哦
589,梦开始的歌
590,好了好了知道社会了
591,mj后面是真的黑帮
592,我的天，经典金曲
593,斧头帮灵感
594,bed
595,后面黑帮彻底沸腾了........
596,从杰克逊和强克逊过来的
597,要起范儿了
598,啊啊我家有 可是搬家的时候弄丢了QAQ
599,你们不要再打了啦
600,请挑选你的英雄
601,有从RICK那来的吗
602,查私毕列
603,还是这个肤色好看
604,打架不如跳舞
605,这不是JOJO里的黑帮摇吗，可算找到出处了
606,衣着搭配，好帅
607,格罗夫街
608,燃起来了
609,请选择你的英雄
610,一个时代的潮流
611,圣安地列斯
612,迈克尔才175没185
613,帮派斗争
614,入坑曲啊全体起立。
615,这外套当初红的不得了
616,你们不要再打了
617,注意，国内歌词是直译的，意义这么的没上线，懂了吧
618,来劝架了
619,每日亿遍
620,选择你的英雄
621,这里全是真黑帮
622,天王巨星
623,画质果然感人
624,币来！
625,我以前有他的专辑
626,白癜风，白癜风，不是白化
627,每日亿遍
628,创 造 营 2021
629,笔咧
630,手动回音
631,经典
632,笔裂，笔裂
633,超载了超载了
634,很少有人知道mj慈善第一，大家都只关注音乐
635,前面的兄弟别跟他计较，毕竟人家心里认为自己最懂
636,全体起立！！！
637,气了，居然说我样子像徐锦江
638,加斯壁垒~
639,助手，你们不要再打了，求求你们不要再打了！
640,保熟吗
641,莫名点头
642,IFTTT
643,纳米同步？
644,中国龙夹克好评
645,别打了，你们不要再打了啦
646,迈克杰克逊YYDS
647,没钱充会员
648,高级人才聚集地
649,唯一的天王
650,我的笔嘞？
651,200起步按次收费
652,好像周星驰模仿过这个舞蹈
653,有点像舞台剧表演
654,再来亿遍
655,真正的唱跳rap
656,达成共识
657,斗舞开始！
658,打架太落伍了，跳舞才是潮儿~
659,这夹克好帅啊
660,这件衣服好眼熟
661,黑迈真的帅
662,颜值巅峰
663,选择你的英雄
664,好听好听
665,你们不要再打了啦
666,入坑曲之一
667,这些服化道，现在看，很有味道，很复古
668,这里帅爆了
669,同化成功
670,每日一遍
671,Duel
672,我的半袋水泥来助阵
673,打起来打起来
674,迈克尔永远的神
675,音质也牛X
676,大开大合，畅快
677,摇起来
678,一百万了，MJNB
679,经典就是先投了再看
680,这就是强者的世界吗？
681,MJ的成神之歌
682,武斗变舞斗
683,打架不如跳舞
684,战士帮！！！
685,第一次看7岁
686,其实我觉得这样就很好看
687,你们不要再打了啦
688,DNA动了！！！
689,你们不要再打了啦
690,evh的吉他无敌了
691,如此清晰
692,专业团队jishiya
693,秧歌star的那个老有梦想了
694,我一直听成扁他
695,你们不要再打了
696,这段舞太绝了
697,Dio行为
698,隔离警告
699,Beat it！
700,经典瞬间
701,Just Beat It（避开吧）
702,iPhone 表示音质爆炸
703,迈克尔杰克逊加范海伦天下无敌了吧
704,经典皮肤
705,野生字幕君好强
706,没有德芙 到底是怎么这么丝滑的
707,哈哈哈哈哈牛逼
708,黑帮会跳舞？
709,这是最帅的时候了吧
710,黑迈最帅的时候
711,成功同化
712,范大师的吉他是针不戳
713,超载了，谭sir狂喜
714,看我发现了什么
715,这段间奏是范海伦编的并弹奏的
716,世界正年轻
717,黑迈真神
718,张伯伦
719,打架不如跳舞
720,最遗憾的就是没来中国内地演出
721,来看迈迈了
722,音质好评
723,没看歌词就是干架歌
724,世界级宝藏
725,全体起立！
726,鞋飞了咋办
727,黑杰克
728,币呢～币呢～币呢～
729,真神来了
730,哔哩哔哩
731,爷青回
732,梨瓜 呦~甜！
733,真正的入坑曲
734,歌曲好燃
735,全体起立
736,哔哩哔哩
737,立马有钱
738,@沃斯克蓝色壁垒
739,贝尔斯可来
740,我怎么会想到阿三
741,从其他鬼畜视频过来的麻烦别刷填词，以为很好笑吗？这是MV
742,可爱
743,真的有那么丝滑吗
744,我现在杰克逊还是世界第一
745,欢迎回来
746,潮流是个轮回
747,币嘞？
748,眼睛好漂亮
749,好帅好帅
750,↑CJ
751,哇，帅！
752,DNA动了
753,太帅了
754,帅死了
755,神级solo来了!!!!!
756,来了
757,这里巨tm帅好吧
758,唱跳第一人！
759,第二排左二这大哥跳的好僵硬，还错了方向
760,！！！！
761,一起摇摆！！！！！！！！
762,那时候的美国是进步的，现在不是
763,麻匪火并
764,这是我大哥！！！
765,深圳人法律意识真高式打架？
766,要舞斗不要武斗
767,为了格罗夫街！
768,全体起立
769,啊啊啊啊啊太帅了真的
770,有一个人前来买瓜。。。。
771,迈克杰逊永远的神
772,哈哈哈哈哈哈好中二
773,ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
774,全体起立
775,全情投入
776,DNA动了
777,这歌词。。
778,AKC跳刀
779,外套好看！
780,永远的神来了
781,窗户外是个啥
782,年轻
783,避雷
784,全体起立
785,这舞可太好看了
786,帮派战争
787,BananaFish
788,一个左手一个右手不公平
789,黑帮摇
790,那是斯洛克吧
791,抖腿神曲
792,这是开伦台球不是斯诺克，靠撞击得分而不是进球得分
793,就是逊啊～
794,再来一遍
795,就是喜欢刚才那一段
796,相当高了
797,超然。。。。。。。。
798,打架不如跳舞
799,下水道出场不错
800,永远的经典！
801,青回
802,潮流是轮回
803,不是白化病，是白癜风
804,打架不如跳舞
805,這個真的是YYDS
806,听的第一首歌！
807,前方高能
808,神!
809,ganster
810,强无敌这个
811,打架不如跳舞
812,—————————————————避雷—避雷————————————————————
813,入坑曲之一
814,麦克还得看这个
815,舞神
816,达成共识
817,应该绑脚，哇哈哈
818,永远无法超越
819,全体起立
820,那时候，我才小学。。。。
821,忘了火星哥吧
822,艾伦耶格尔
823,力量
824,地下党↓
825,van halen
826,嗯！
827,想起红军版了！
828,这段solo绝了
829,全体起立
830,我也想成为秧歌star
831,最喜欢的
832,啊啊啊啊啊，经典啊！！
833,五官真好看
834,MJ的成神之歌。。
835,这是成神之歌
836,DNA动了
837,这时候还没得白癜风
838,打架不如跳舞
839,街溜子party
840,全体起立
841,这这这  想起嘎嘎的Judas!!!
842,你们不要再打啦
843,彬彬逊
844,赛博朋克1983  doge
845,好潇洒
846,帅
847,好年轻
848,节奏太棒了
849,太帅了
850,有一些古巴人
851,前方高能
852,美国=地狱
853,这音好高啊
854,还是黑的时候更酷啊
855,帅
856,童年回忆
857,很有精神
858,磊神推荐
859,好帅mj
860,打架不如跳舞!!!!
861,♂
862,这段音乐太好听
863,全体起立
864,杰克逊不在了，范海伦也不在了
865,这是电吉他不是贝斯。。
866,QQ龙……
867,还是原皮肤好看
868,你们不要再打啦
869,bia♂
870,梦幻开始
871,短剑（★）
872,舞蹈帮
873,太帅了
874,世界名画
875,振聋发聩
876,不动的才是黑帮……
877,好帅！
878,迈迈好帅
879,好听
880,他才是老大
881,画质起飞
882,选择你的英雄
883,这段帅啊
884,爷青回
885,这不比小鲜肉强？
886,专业
887,太帅了
888,我的青春
889,牛X迈
