,弹幕
161,旺～
162,这次一定
163,报到
164,瓜
165,报到
166,牛逼
167,呱
168,报到
169,报道
170,刮
171,已投币
172,已投币
173,报道
174,呱
175,报到
176,报道
177,下次一定
178,龚某前来报道
179,呱呱呱
180,报道
181,呱
182,下次一定
183,报道
184,呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱呱
185,报到
186,哇
187,下次一定
188,呱
189,下次一定
190,报到
191,呱呱呱呱呱呱呱呱呱呱呱呱呱
192,这个可以
193,下次一定
194,牛批呀
195,呱
196,不好用啊这个
197,报道
198,报到
199,呱
200,报道!
201,呱呱呱呱呱
202,呱呱
203,报道
204,呱呱呱
205,呱
206,咕
207,报到
208,i了i了
209,呱
210,瓜
211,报到
212,报道
213,报道
214,呱
215,报道
216,报道
217,报道
218,呱
219,呱呱呱
220,呱
221,报到
222,报道
223,报到
224,呱
225,报到
226,瓜
227,呱呱
228,呱
229,这个厉害
230,没有看到我想看的
231,弹幕怪怪的
232,有用
233,虫部落真棒
234,woc牛逼
235,下次一定
236,报道
237,呱呱呱呱呱呱呱
238,下次一定
239,呱呱呱
240,报到
241,呱呱呱
242,寡
243,必应
244,gua
245,某应
246,找什么资源 ？
247,gua
248,最烦的就是导航网站
249,gayhub（
250,呱要要用起来
251,刮骨刮骨AUGAUG
252,孤寡
253,gua
254,别滑走y2m2，（口m）
255,度娘
256,挂
257,就不呱
258,我朋友说他不想要这个
259,gua
260,gua
261,gua
262,B站
263,欢迎来到夹吃灰系列
264,                     靓      仔        我       对          你           很           失                  望
265,终究是没有我想要的。
266,这不木网站导航么
267,你币没了
268,口瓜
269,想想为什么会进来
270,你知道我想要什么
271,你知道我想要什么
272,孤寡～孤寡～孤寡
273,冲冲冲
274,这该死的收藏量
275,收藏从未停过
276,创造师
277,不是，你们知道这是来学习的就不要再玩梗了好吗？？？
278,完美网址导航
279,吃瓜群众
280,正儿八经资源就别乱开黄腔了吧真的恶心
281,这破东西挂掉了
282,完了。。。进度条满足不了我的期待了
283,乱开黄腔，棺材反光
284,所以你就标题党？？[doge]
285,看颜色行事
286,这不是我想要的结果
287,给爷这种颜色的
288,阿婆主是怎么知道这么多不同的网站的
289,去哪里进入这些网站？？
290,弹幕怎么一直在刷跟视频无关的
291,点进来发现我竟收藏还点赞了
292,我在找什么
293,好的，博主自己都说了，让我们下次一定
294,吃灰是有原因什么的，出于人道主义，我先点赞收藏然后看完了
295,进我收藏夹吃灰去吧
296,有没有别的
297,这不是我想要的
298,我朋友也不喜欢这些网站
299,我朋友不需要这些网站
300,当然是自带的浏览器拉
301,是我打开的方式不对吗！
302,故 贵 以 身 为 天 下 ， 若 可 寄 天 下 ﹔ 爱 以 身 为 天 下 ， 若 可 托 天 下 
303,好家伙
304,在看一会 应该会有的
305,白嫖失败
306,忒干了 up
307,我的一个朋友托我帮他看一下
308,有些站点很像webstack 做的。
309,壁外调查
